learning_rate,threshold_euclid,numOfEpochs,batch_size,numOfThreads,TestAccuracy,TestRecall,TestPrecision,TestF1,ValidAccuracy,ValidRecall,ValidPrecision,ValidF1,Time-CPU,Time-Real,
0.01000,0.001,20, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.60, 0.64,
0.01000,0.001,20, 1024,15, 50.79, 93.04, 12.82, 22.53, 53.08, 93.45, 13.41, 23.46,0.58, 0.63,
0.01000,0.001,20, 1024,20, 91.63,  9.75, 34.48, 15.20, 91.31,  9.19, 29.33, 14.00,0.58, 0.65,
0.01000,0.001,20, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.58, 0.61,
0.01000,0.001,20, 2056,15, 72.80, 49.44, 14.03, 21.85, 73.21, 50.84, 14.53, 22.60,0.59, 0.99,
0.01000,0.001,20, 2056,20, 72.80, 49.44, 14.03, 21.85, 73.21, 50.84, 14.53, 22.60,0.59, 0.64,
0.01000,0.001,50,  512,10, 35.50, 95.68, 10.29, 18.58, 36.02, 95.96, 10.39, 18.75,1.47, 1.60,
0.01000,0.001,50,  512,15, 91.82,  0.84, 10.53,  1.55, 91.99,  0.97, 15.91,  1.84,1.50, 1.58,
0.01000,0.001,50,  512,20, 16.45, 99.58,  8.40, 15.50, 16.85, 99.30,  8.42, 15.52,1.45, 1.56,
0.01000,0.001,50, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.45, 1.55,
0.01000,0.001,50, 1024,15, 63.50, 88.30, 16.02, 27.12, 64.72, 88.16, 16.48, 27.77,1.45, 1.56,
0.01000,0.001,50, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.43, 1.52,
0.01000,0.001,50, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.43, 1.54,
0.01000,0.001,50, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.58, 1.70,
0.01000,0.001,50, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.65, 1.78,
0.01000,0.000, 5,  512,10, 66.65, 63.51, 13.79, 22.66, 66.91, 63.93, 13.96, 22.92,0.17, 0.20,
0.01000,0.000, 5,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.19,
0.01000,0.000, 5,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.17,
0.01000,0.000, 5, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.21,
0.01000,0.000, 5, 1024,15,  8.25,100.00,  7.74, 14.36,  8.41, 99.86,  7.74, 14.37,0.16, 0.17,
0.01000,0.000, 5, 1024,20,  9.20, 99.86,  7.80, 14.47,  9.34, 99.58,  7.79, 14.46,0.16, 0.22,
0.01000,0.000, 5, 2056,10, 13.58, 99.86,  8.16, 15.09, 14.13, 99.58,  8.19, 15.14,0.15, 0.42,
0.01000,0.000, 5, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.18, 0.34,
0.01000,0.000, 5, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.17, 0.31,
0.01000,0.000,10,  512,10, 14.07, 99.72,  8.20, 15.15, 14.46, 99.30,  8.20, 15.16,0.30, 0.69,
0.01000,0.000,10,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.31, 0.70,
0.01000,0.000,10,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.31, 0.66,
0.01000,0.000,10, 1024,10, 12.87, 99.72,  8.09, 14.97, 12.99, 99.58,  8.09, 14.97,0.29, 0.66,
0.01000,0.000,10, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.31, 0.63,
0.01000,0.000,10, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.29, 0.65,
0.01000,0.000,10, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.28, 0.61,
0.01000,0.000,10, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.31, 0.46,
0.01000,0.000,10, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.31, 0.34,
0.01000,0.000,20,  512,10, 92.30,  0.56, 44.44,  1.10, 92.32,  0.14,100.00,  0.28,0.59, 0.63,
0.01000,0.000,20,  512,15, 59.23, 81.62, 13.76, 23.55, 60.40, 84.54, 14.48, 24.73,0.60, 0.66,
0.01000,0.000,20,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.59, 0.63,
0.01000,0.000,20, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.59, 0.64,
0.01000,0.000,20, 1024,15, 50.79, 93.04, 12.82, 22.53, 53.08, 93.45, 13.41, 23.46,0.58, 0.62,
0.01000,0.000,20, 1024,20, 91.63,  9.75, 34.48, 15.20, 91.31,  9.19, 29.33, 14.00,0.58, 0.64,
0.01000,0.000,20, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.61,
0.01000,0.000,20, 2056,15, 72.80, 49.44, 14.03, 21.85, 73.21, 50.84, 14.53, 22.60,0.60, 0.64,
0.01000,0.000,20, 2056,20, 72.80, 49.44, 14.03, 21.85, 73.21, 50.84, 14.53, 22.60,0.59, 0.64,
0.01000,0.000,50,  512,10, 35.50, 95.68, 10.29, 18.58, 36.02, 95.96, 10.39, 18.75,1.44, 1.55,
0.01000,0.000,50,  512,15, 91.82,  0.84, 10.53,  1.55, 91.99,  0.97, 15.91,  1.84,1.50, 1.94,
0.01000,0.000,50,  512,20, 16.45, 99.58,  8.40, 15.50, 16.85, 99.30,  8.42, 15.52,1.47, 1.60,
0.01000,0.000,50, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.44, 1.52,
0.01000,0.000,50, 1024,15, 63.50, 88.30, 16.02, 27.12, 64.72, 88.16, 16.48, 27.77,1.44, 1.56,
0.01000,0.000,50, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.42, 1.52,
0.01000,0.000,50, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.44, 1.54,
0.01000,0.000,50, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.45, 1.55,
0.01000,0.000,50, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.45, 1.55,
0.01000,0.000, 5,  512,10, 66.65, 63.51, 13.79, 22.66, 66.91, 63.93, 13.96, 22.92,0.15, 0.18,
0.01000,0.000, 5,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.19,
0.01000,0.000, 5,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.17, 0.17,
0.01000,0.000, 5, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.18,
0.01000,0.000, 5, 1024,15,  8.25,100.00,  7.74, 14.36,  8.41, 99.86,  7.74, 14.37,0.15, 0.17,
0.01000,0.000, 5, 1024,20,  9.20, 99.86,  7.80, 14.47,  9.34, 99.58,  7.79, 14.46,0.15, 0.17,
0.01000,0.000, 5, 2056,10, 13.58, 99.86,  8.16, 15.09, 14.13, 99.58,  8.19, 15.14,0.17, 0.18,
0.01000,0.000, 5, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.17, 0.20,
0.01000,0.000, 5, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.18, 0.22,
0.01000,0.000,10,  512,10, 14.07, 99.72,  8.20, 15.15, 14.46, 99.30,  8.20, 15.16,0.34, 0.37,
0.01000,0.000,10,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.39, 0.49,
0.01000,0.000,10,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.32, 0.66,
0.01000,0.000,10, 1024,10, 12.87, 99.72,  8.09, 14.97, 12.99, 99.58,  8.09, 14.97,0.30, 0.72,
0.01000,0.000,10, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.30, 0.69,
0.01000,0.000,10, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.30, 0.66,
0.01000,0.000,10, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.29, 0.62,
0.01000,0.000,10, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.30, 0.70,
0.01000,0.000,10, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.31, 0.64,
0.01000,0.000,20,  512,10, 92.30,  0.56, 44.44,  1.10, 92.32,  0.14,100.00,  0.28,0.57, 1.23,
0.01000,0.000,20,  512,15, 59.23, 81.62, 13.76, 23.55, 60.40, 84.54, 14.48, 24.73,0.60, 0.74,
0.01000,0.000,20,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.59, 0.64,
0.01000,0.000,20, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.60, 0.62,
0.01000,0.000,20, 1024,15, 50.79, 93.04, 12.82, 22.53, 53.08, 93.45, 13.41, 23.46,0.59, 0.67,
0.01000,0.000,20, 1024,20, 91.63,  9.75, 34.48, 15.20, 91.31,  9.19, 29.33, 14.00,0.57, 0.61,
0.01000,0.000,20, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.58, 0.64,
0.01000,0.000,20, 2056,15, 72.80, 49.44, 14.03, 21.85, 73.21, 50.84, 14.53, 22.60,0.60, 0.65,
0.01000,0.000,20, 2056,20, 72.80, 49.44, 14.03, 21.85, 73.21, 50.84, 14.53, 22.60,0.67, 0.74,
0.01000,0.000,50,  512,10, 35.50, 95.68, 10.29, 18.58, 36.02, 95.96, 10.39, 18.75,1.45, 1.55,
0.01000,0.000,50,  512,15, 91.82,  0.84, 10.53,  1.55, 91.99,  0.97, 15.91,  1.84,1.50, 1.61,
0.01000,0.000,50,  512,20, 16.45, 99.58,  8.40, 15.50, 16.85, 99.30,  8.42, 15.52,1.46, 1.88,
0.01000,0.000,50, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.44, 1.54,
0.01000,0.000,50, 1024,15, 63.50, 88.30, 16.02, 27.12, 64.72, 88.16, 16.48, 27.77,1.44, 1.57,
0.01000,0.000,50, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.44, 1.52,
0.01000,0.000,50, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.41, 1.52,
0.01000,0.000,50, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.45, 1.56,
0.01000,0.000,50, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.45, 1.57,
0.00100,0.100, 5,  512,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.15,
0.00100,0.100, 5,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.07, 0.08,
0.00100,0.100, 5,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.10, 0.12,
0.00100,0.100, 5, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.17,
0.00100,0.100, 5, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.12, 0.15,
0.00100,0.100, 5, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.13, 0.14,
0.00100,0.100, 5, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.13, 0.15,
0.00100,0.100, 5, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.17,
0.00100,0.100, 5, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.14, 0.15,
0.00100,0.100,10,  512,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.22, 0.22,
0.00100,0.100,10,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.06, 0.08,
0.00100,0.100,10,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.10, 0.12,
0.00100,0.100,10, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.17,
0.00100,0.100,10, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.12, 0.14,
0.00100,0.100,10, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.13, 0.14,
0.00100,0.100,10, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.12, 0.16,
0.00100,0.100,10, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.16,
0.00100,0.100,10, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.16,
0.00100,0.100,20,  512,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.21, 0.28,
0.00100,0.100,20,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.07, 0.09,
0.00100,0.100,20,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.11, 0.12,
0.00100,0.100,20, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.18,
0.00100,0.100,20, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.12, 0.35,
0.00100,0.100,20, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.14, 0.21,
0.00100,0.100,20, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.13, 0.32,
0.00100,0.100,20, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.34,
0.00100,0.100,20, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.35,
0.00100,0.100,50,  512,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.21, 0.50,
0.00100,0.100,50,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.07, 0.16,
0.00100,0.100,50,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.09, 0.23,
0.00100,0.100,50, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.33,
0.00100,0.100,50, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.13, 0.25,
0.00100,0.100,50, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.12, 0.30,
0.00100,0.100,50, 2056,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.13, 0.28,
0.00100,0.100,50, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.35,
0.00100,0.100,50, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.31,
0.00100,0.001, 5,  512,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.35,
0.00100,0.001, 5,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.32,
0.00100,0.001, 5,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.34,
0.00100,0.001, 5, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.33,
0.00100,0.001, 5, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.35,
0.00100,0.001, 5, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.22,
0.00100,0.001, 5, 2056,10, 46.52, 93.31, 11.94, 21.17, 48.13, 94.15, 12.35, 21.83,0.15, 0.16,
0.00100,0.001, 5, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.16,
0.00100,0.001, 5, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.14, 0.17,
0.00100,0.001,10,  512,10, 72.73, 56.27, 15.33, 24.10, 73.14, 58.91, 16.05, 25.23,0.31, 0.33,
0.00100,0.001,10,  512,15, 84.30, 25.07, 16.26, 19.73, 84.50, 26.18, 17.01, 20.63,0.29, 0.33,
0.00100,0.001,10,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.30, 0.31,
0.00100,0.001,10, 1024,10, 91.31,  9.47, 29.69, 14.36, 91.32,  9.89, 30.34, 14.92,0.29, 0.30,
0.00100,0.001,10, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.28, 0.33,
0.00100,0.001,10, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.30, 0.33,
0.00100,0.001,10, 2056,10, 90.26,  9.33, 20.62, 12.85, 90.19,  9.61, 20.54, 13.09,0.29, 0.30,
0.00100,0.001,10, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.29, 0.32,
0.00100,0.001,10, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.29, 0.33,
0.00100,0.001,20,  512,10, 52.49, 87.19, 12.60, 22.02, 54.33, 87.88, 13.13, 22.85,0.57, 0.61,
0.00100,0.001,20,  512,15, 78.95, 50.42, 18.37, 26.92, 79.17, 51.95, 18.91, 27.73,0.57, 0.62,
0.00100,0.001,20,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.61,
0.00100,0.001,20, 1024,10, 85.49, 38.58, 23.28, 29.04, 86.14, 41.50, 25.43, 31.53,0.57, 0.64,
0.00100,0.001,20, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.59,
0.00100,0.001,20, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.56, 0.72,
0.00100,0.001,20, 2056,10, 92.10, 11.00, 44.63, 17.65, 92.15, 11.14, 45.71, 17.92,0.58, 0.94,
0.00100,0.001,20, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.58, 1.45,
0.00100,0.001,20, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.58, 1.45,
0.00100,0.001,50,  512,10, 49.87, 89.00, 12.20, 21.45, 50.19, 89.97, 12.37, 21.75,1.38, 2.93,
0.00100,0.001,50,  512,15, 77.04, 59.89, 18.82, 28.64, 76.83, 60.86, 18.85, 28.79,1.41, 1.50,
0.00100,0.001,50,  512,20, 92.31,  0.00,  0.00,  0.00, 92.33,  0.28,100.00,  0.56,1.41, 1.51,
0.00100,0.001,50, 1024,10, 87.65, 39.14, 28.18, 32.77, 87.45, 41.64, 28.45, 33.80,1.40, 1.50,
0.00100,0.001,50, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.41, 1.52,
0.00100,0.001,50, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.41, 1.53,
0.00100,0.001,50, 2056,10, 92.69,  8.50, 70.93, 15.17, 92.74,  8.36, 75.00, 15.04,1.39, 1.53,
0.00100,0.001,50, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.61, 0.97,
0.00100,0.001,50, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.62, 0.65,
0.00100,0.000, 5,  512,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.18,
0.00100,0.000, 5,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.17,
0.00100,0.000, 5,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.18,
0.00100,0.000, 5, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.14, 0.16,
0.00100,0.000, 5, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.16,
0.00100,0.000, 5, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.17,
0.00100,0.000, 5, 2056,10, 46.52, 93.31, 11.94, 21.17, 48.13, 94.15, 12.35, 21.83,0.15, 0.19,
0.00100,0.000, 5, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.17,
0.00100,0.000, 5, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.18,
0.00100,0.000,10,  512,10, 72.73, 56.27, 15.33, 24.10, 73.14, 58.91, 16.05, 25.23,0.30, 0.31,
0.00100,0.000,10,  512,15, 84.30, 25.07, 16.26, 19.73, 84.50, 26.18, 17.01, 20.63,0.29, 0.31,
0.00100,0.000,10,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.29, 0.32,
0.00100,0.000,10, 1024,10, 91.31,  9.47, 29.69, 14.36, 91.32,  9.89, 30.34, 14.92,0.30, 0.34,
0.00100,0.000,10, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.28, 0.32,
0.00100,0.000,10, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.30, 0.30,
0.00100,0.000,10, 2056,10, 90.26,  9.33, 20.62, 12.85, 90.19,  9.61, 20.54, 13.09,0.29, 0.32,
0.00100,0.000,10, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.30, 0.34,
0.00100,0.000,10, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.29, 0.30,
0.00100,0.000,20,  512,10, 52.49, 87.19, 12.60, 22.02, 54.33, 87.88, 13.13, 22.85,0.57, 0.62,
0.00100,0.000,20,  512,15, 78.95, 50.42, 18.37, 26.92, 79.17, 51.95, 18.91, 27.73,0.58, 0.63,
0.00100,0.000,20,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.58, 0.63,
0.00100,0.000,20, 1024,10, 85.49, 38.58, 23.28, 29.04, 86.14, 41.50, 25.43, 31.53,0.56, 0.60,
0.00100,0.000,20, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.62,
0.00100,0.000,20, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.62,
0.00100,0.000,20, 2056,10, 92.10, 11.00, 44.63, 17.65, 92.15, 11.14, 45.71, 17.92,0.57, 0.63,
0.00100,0.000,20, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.60,
0.00100,0.000,20, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.62,
0.00100,0.000,50,  512,10, 49.87, 89.00, 12.20, 21.45, 50.19, 89.97, 12.37, 21.75,1.37, 1.47,
0.00100,0.000,50,  512,15, 77.04, 59.89, 18.82, 28.64, 76.83, 60.86, 18.85, 28.79,1.71, 1.86,
0.00100,0.000,50,  512,20, 92.31,  0.00,  0.00,  0.00, 92.33,  0.28,100.00,  0.56,1.58, 1.72,
0.00100,0.000,50, 1024,10, 87.65, 39.14, 28.18, 32.77, 87.45, 41.64, 28.45, 33.80,1.43, 2.09,
0.00100,0.000,50, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.43, 3.09,
0.00100,0.000,50, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.41, 2.44,
0.00100,0.000,50, 2056,10, 92.69,  8.50, 70.93, 15.17, 92.74,  8.36, 75.00, 15.04,1.41, 1.52,
0.00100,0.000,50, 2056,15, 91.97,  6.27, 37.19, 10.73, 91.77,  5.71, 31.06,  9.65,1.41, 1.52,
0.00100,0.000,50, 2056,20, 91.97,  6.27, 37.19, 10.73, 91.77,  5.71, 31.06,  9.65,1.39, 1.50,
0.00100,0.000, 5,  512,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.15,
0.00100,0.000, 5,  512,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.19,
0.00100,0.000, 5,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.18,
0.00100,0.000, 5, 1024,10, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.16,
0.00100,0.000, 5, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.18,
0.00100,0.000, 5, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.15, 0.18,
0.00100,0.000, 5, 2056,10, 46.52, 93.31, 11.94, 21.17, 48.13, 94.15, 12.35, 21.83,0.15, 0.16,
0.00100,0.000, 5, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.14, 0.14,
0.00100,0.000, 5, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.16, 0.19,
0.00100,0.000,10,  512,10, 72.73, 56.27, 15.33, 24.10, 73.14, 58.91, 16.05, 25.23,0.30, 0.32,
0.00100,0.000,10,  512,15, 84.30, 25.07, 16.26, 19.73, 84.50, 26.18, 17.01, 20.63,0.30, 0.35,
0.00100,0.000,10,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.29, 0.30,
