learning_rate,threshold_euclid,numOfEpochs,batch_size,numOfThreads,TestAccuracy,TestRecall,TestPrecision,TestF1,ValidAccuracy,ValidRecall,ValidPrecision,ValidF1,Time-CPU,Time-Real,
0.00100,0.000,10, 1024,10, 91.31,  9.47, 29.69, 14.36, 91.32,  9.89, 30.34, 14.92,0.30, 0.32,
0.00100,0.000,10, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.29, 0.32,
0.00100,0.000,10, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.29, 0.34,
0.00100,0.000,10, 2056,10, 90.26,  9.33, 20.62, 12.85, 90.19,  9.61, 20.54, 13.09,0.29, 0.29,
0.00100,0.000,10, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.30, 0.33,
0.00100,0.000,10, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.29, 0.64,
0.00100,0.000,20,  512,10, 52.49, 87.19, 12.60, 22.02, 54.33, 87.88, 13.13, 22.85,0.58, 0.63,
0.00100,0.000,20,  512,15, 78.95, 50.42, 18.37, 26.92, 79.17, 51.95, 18.91, 27.73,0.57, 0.63,
0.00100,0.000,20,  512,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.61,
0.00100,0.000,20, 1024,10, 85.49, 38.58, 23.28, 29.04, 86.14, 41.50, 25.43, 31.53,0.57, 0.61,
0.00100,0.000,20, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.61,
0.00100,0.000,20, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.62,
0.00100,0.000,20, 2056,10, 92.10, 11.00, 44.63, 17.65, 92.15, 11.14, 45.71, 17.92,0.57, 0.63,
0.00100,0.000,20, 2056,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.61,
0.00100,0.000,20, 2056,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,0.57, 0.61,
0.00100,0.000,50,  512,10, 49.87, 89.00, 12.20, 21.45, 50.19, 89.97, 12.37, 21.75,1.41, 1.53,
0.00100,0.000,50,  512,15, 77.04, 59.89, 18.82, 28.64, 76.83, 60.86, 18.85, 28.79,1.41, 1.50,
0.00100,0.000,50,  512,20, 92.31,  0.00,  0.00,  0.00, 92.33,  0.28,100.00,  0.56,1.42, 1.52,
0.00100,0.000,50, 1024,10, 87.65, 39.14, 28.18, 32.77, 87.45, 41.64, 28.45, 33.80,1.40, 1.50,
0.00100,0.000,50, 1024,15, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.41, 1.52,
0.00100,0.000,50, 1024,20, 92.31,  0.00,  0.00,  0.00, 92.31,  0.00,  0.00,  0.00,1.39, 1.47,
0.00100,0.000,50, 2056,10, 92.69,  8.50, 70.93, 15.17, 92.74,  8.36, 75.00, 15.04,1.41, 1.54,
0.00100,0.000,50, 2056,15, 91.97,  6.27, 37.19, 10.73, 91.77,  5.71, 31.06,  9.65,1.40, 1.49,
0.00100,0.000,50, 2056,20, 91.97,  6.27, 37.19, 10.73, 91.77,  5.71, 31.06,  9.65,1.41, 1.54,
