learning_rate,threshold_euclid,threshold_retrain,numOfEpochs,batch_size,numOfThreads,TestAccuracy,TestRecall,TestPrecision,TestF1,ValidAccuracy,ValidRecall,ValidPrecision,ValidF1,Time-CPU,Time-Real,
0.001000,0.000100,0.010000,50, 2056,20, 91.97,  6.27, 37.19, 10.73, 92.09,  4.32, 37.80,  7.75, 89.90, 21.87, 29.13, 24.98, 91.40, 12.53, 33.96, 18.31, 88.62, 34.40, 29.47, 31.75, 91.10, 14.21, 32.18, 19.71, 88.72, 37.47, 30.81, 33.82, 90.58, 19.92, 31.99, 24.55, 88.40, 40.67, 30.77, 35.03, 88.88, 44.71, 33.37, 38.21,58.970000,108.840000,
