learning_rate,threshold_euclid,threshold_retrain,numOfEpochs,batch_size,numOfThreads,TestAccuracy,TestRecall,TestPrecision,TestF1,ValidAccuracy,ValidRecall,ValidPrecision,ValidF1,Time-CPU,Time-Real,
0.001000,0.000100,0.050000,50, 2056,20, 91.97,  6.27, 37.19, 10.73, 92.09,  4.32, 37.80,  7.75, 89.90, 21.87, 29.13, 24.98, 91.40, 12.53, 33.96, 18.31, 88.62, 34.40, 29.47, 31.75, 90.61, 17.83, 30.92, 22.61, 88.47, 38.72, 30.42, 34.07, 89.49, 29.81, 30.97, 30.38, 89.44, 32.17, 31.64, 31.91, 89.71, 33.98, 33.42, 33.70,62.900000,104.660000,
