learning_rate,threshold_euclid,threshold_retrain,numOfEpochs,batch_size,numOfThreads,TestAccuracy,TestRecall,TestPrecision,TestF1,ValidAccuracy,ValidRecall,ValidPrecision,ValidF1,Time-CPU,Time-Real,
0.001000,0.001000,0.030000,50, 2056,20, 67.44, 25.00, 11.88, 16.10, 74.20, 21.71, 14.49, 17.38, 87.76,  2.09,100.00,  4.10, 87.85,  2.81,100.00,  5.46, 87.86,  2.88,100.00,  5.59, 87.91,  3.32,100.00,  6.43,45.130000,24.800000,
